Orig Label	Perturbation	Kat	Wes	GOLD	Subtype	Perturbation.1	N1	Sentence Raw Text
I	4	I	B		I	0	coast	Smith , a free man since Oct. 31 , 1988 , is again traveling to coast in the pursuit and service of boxers , but no longer does his carry-on bag contain folding money .
I	4	I			I	0	coast	On Junior Tuesday , Kerrey was shut out to coast .
I	4	I			I	0	coast	Yet the seemingly ambitious goal of tripling it in the next decade can be far , may bring to market cars efficient enough to carry a family to coast on one tank of fuel , more safely and comfortably than they can travel now , and more cleanly than they would with a battery-electric car plus the power plants needed to recharge it .
I	4	I			I	0	coast	The result is a hybrid aircraft that will lift five people vertically , climb to 45,000 ft. , accelerate past 300 mph and fly to coast on a scant 125 gal . of fuel .
I	4	I			I	0	coast	Spots for historic outings are found to coast .
I	4	I			I	0	coast	"and pay them $100 million to play for a few years , young people will try to become basketball players , "" says Woodie Flowers , a mechanical engineering professor at MIT , who started an undergraduate design competition that serves as the model for many of the competitive robotics leagues springing up to coast ."
I	4	I			I	0	coast	The best hospitals to coast 
I	4	I			I	0	coast	The sense of legal entitlement has spread to coast .
I	4	I			I	0	coast	When the Spanish flu swept through U.S. cities in 1918 , it the population explosion that 's occurred across the country since , a new flu pandemic could kill millions to coast .
I	4	I			I	0	coast	A hiking path runs to coast along the course of the wall .
I	4	I			I	0	coast	Can it go to coast ? 
I	4	I			I	0	coast	Then it served yeoman duty as the photo and support vehicle when we went to coast with a Corvette Z06 in search of America 's finest driving roads . 
I	4	I			I	0	coast	Today , Charles Bonanno is a 6-foot-2 , 240-pound , 49-year-old bachelor who is currently contented with delivering all types of cargo to coast in an 18-wheel vehicle in which he also stores his golf clubs , his fishing tackle and clothing appropriate for wearing on those rare occasions when he takes women to dinner in places more refined than alone .
I	4	I			I	0	coast	Diesel is cleaned-up , available at pumps to coast , and offers genuine savings to consumers .
I	4	I			I	0	coast	"Essentially , it was a belief that Americans were the new "" Chosen People "" who were called by Providence itself to become a nation to coast ."
I	4	I			I	0	coast	After a heady ride , home prices are dropping to coast ; CHART NEW YORK CITY Designers ' spring 2008 collections at Fashion Week HARARE , ZIMBABWE Flour shortages leave supermarket shelves bare KUALA LUMPUR Malaysia declares itself free of bird flu MISSION VIEJO , CALIF .
I	4	I			I	0	coast	Youth voters - to coast , border to border -turned to Obama in numbers that are just hard to fathom .
I	4	I			I	0	coast	Jordan is chairman of the board of the Philadelphia Athletics Historical Society in Hatboro , Pennsylvania , a robust organization of 800 members spread to coast .
I	4	I			I	0	coast	Even to coast , the difference is only three hours , so if you go to bed at , say , ten at Grandma 's in Sacramento .
I	4	I	B		I	0	coast	You 'll see die same signs in the airports and on the interstates , hear the same accents on the radio and TV , and eat the same burgers , pizzas , and fried chicken at die fast-food chains to coast .
I	4	I			I	0	coast	I have traveled so often in other countries and am so accustomed to other landscapes , I sometimes felt on my trip that I was seeing America , to coast , with the eyes of a foreigner , feeling overwhelmed , humbled and grateful .
I	4	I			I	0	coast	He must recruit to coast for all-state players who are also honor roll students .
I	4	I			I	0	coast	Western Union completed its transcontinental telegraph system that October 150 years ago , allowing telegrams to be sent to coast for the first time .
I	4	I			I	0	coast	In a famous scene once shown to coast but ignored by Talbot , a band of thugs , the usual contingent of Bay Area militants and a good sprinkling of SF State faculty , milled around a truck parked at the college entrance .
I	4	I			I	0	coast	Musk is building a network of solar-powered charging stations to be available to coast by 2017 while he simultaneously runs one of the country 's largest solar contractors and the most important space-travel company on the planet Henry Ford , John D. Rockefeller and Albert Einstein . 
I	4	I			I	0	coast	Their pen pals are scattered all over the map , to coast , in all directions .
I	4	I			I	0	coast	The valleys ' extending to coast ' turned out to be a fiction and no realistic attempt was made as planned to open up an overland route to the Pacific .
I	4	I			I	0	coast	While the Democratic Senatorial Campaign Committee ( DSCC ) was running TV ads to coast one-third of the committee 's entire $7.5 million national field budget .
I	4	I			I	0	coast	Moreover , you can get to some of the best international retirement spotshint : Latin Americafaster than you can fly to coast . 
I	4	I			I	0	coast	The nation 's consensus top-two players seem to be the same around recruiting boards to coast .
I	4	I			I	0	coast	Dream climbs up and hits a to coast elbow drop on Dunne .
I	4	I	B		I	0	coast	to coast , coeds reports being victimized .
I	4	I			I	0	coast	"These clubs now abound to coast and are the favorite location for so-called "" bachelorette parties "" ."
I	4	I			I	0	coast	And it 's happening to coast .
I	4	I			I	0	coast	The big three , American , United , and Delta , slashed their round trip , to coast fares to $198 to match the same discount fares announced by TWA on Monday .
I	4	I			I	0	coast	They 're the holiday picture specials at portrait studios to coast ; studios jammed with parents hoping to get photos of their kids taken , developed and returned before Christmas .
I	4	I			I	0	coast	A this morning , Torrid Trials to coast .
I	4	I			I	0	coast	Legal gambling mostly started here and is spreading over the country , to coast .
I	4	I			I	0	coast	to coast , commentators criticized you for not having broken Mark Fuhrman .
I	4	I			I	0	coast	Thank you , America , and welcome back to the Pete Rose show , to coast .
I	4	I			I	0	coast	His life-size photograph of a Greyhound bus was hanging his poetry and prose were in bookstores to coast , but Williams says that even before the Smothers Brothers went off the air in 1969 he had gotten tired of Hollywood and the trappings of success .
I	4	I			I	0	coast	Kerouac left this blue-collar mill town when he was 17 to free-wheel his way to coast .
I	4	I			I	0	coast	I 'm going to let your questions be flung to coast .
I	4	I			I	0	coast	Put on your dancing shoes , we 're to coast .
I	4	I			I	0	coast	Also , the simplicity of the gyroplane also makes it very cheap to operate , and I 've been seeing articles in various journals saying that you can go to coast on 125 gallons of gas ?
I	4	I			I	0	coast	With boutiques like this one to coast in the U.S. and in many other watering spots for the jet set , Gianni Versace had built quite a fashion empire .
I	4	I			I	0	coast	It has now grown to 3,500 stores in 26 states to coast .
I	4	I			I	0	coast	You go the to coast route , right ?
I	4	I			I	0	coast	They 've got some great deals going to coast , especially into Florida , but it 's blacked out between March 13th and April 13th .
I	4	I			I	0	coast	He 's traveling to coast on a mission ... 
I	4	I			I	0	coast	We 're doing to coast .
I	4	I			I	0	coast	You know that we 're going to do a show for you now , 20 hours , to coast ?
I	4	I			I	0	coast	This one has ATM machines failing all over the country , a massive power outage to coast .
I	4	I			I	0	coast	So you go to coast in this book ?
I	4	I			I	0	coast	( Voiceover ) Angels are big these days , and so is the Christian Wrestling Federation now picking up bookings to coast .
I	4	I			I	0	coast	Tonight , to coast .
I	4	I			I	0	coast	The new trend is awakening a debate to coast .
I	4	I			I	0	coast	And that means to coast , in every single country , in every single state , in every single district , in every single school , in every single classroom , math and science instruction must be of the highest quality , and we do have a sense of what will and our pocketbook ,
I	4	I			I	0	coast	Mr. Leader , the secretary of defense-designate , Mr. Rumsfeld , in his confirmation hearings , pretty clearly came out for a very big national missile defense ... LOTT : Right @!NOVAK ... to coast .
I	4	I			I	0	coast	The chicken craze is spreading to coast , with urbanites now signing up for courses in how to raise chickens in the city .
I	4	I			I	0	coast	And wicked , wicked weather to coast .
I	4	I			I	0	coast	They were going to coast , and they 'd do 1,200 or 1,300 300 baseball and basketball games combined ... 
I	4	I	B		I	0	coast	And as Bill Whitaker tells us , it 's already dazzling people to coast . 
I	4	I			I	0	coast	to coast , it 's pretty easy to be Bowled Over by an event as big as the Super Bowl , but as I 'm sure you 've noticed , there 's much more to the game than just the game , and as our Bill Geist has learned , there are
I	4	I			I	0	coast	... and collectors to coast .
I	4	I			I	0	coast	Wonder Bread emerged about 80 years ago , one of the first production breads to be sold sliced and the first to be marketed to coast .
I	4	I			I	0	coast	KB takes on projects to coast in 13 states 
I	4	I			I	0	coast	The nods , the surprises , to coast , world-wide , one on-one with the stars just moments after their names are called .
I	4	I			I	0	coast	And deals like to coast flights for $99 will disappear .
I	4	I			I	0	coast	... to coast .
I	4	I			I	0	coast	to coast , many drivers say theyre feeling pain at the pump .
I	4	I			I	0	coast	It is the fourth day that writers to coast are hitting the picket lines and no new talks have been scheduled .
I	4	I			I	0	coast	And tomorrow night , our coverage of Super Tuesday , to coast showdown .
I	4	I			I	0	coast	Our NBC News exit poll team has been crunching the numbers tonight and has discovered some significant news in how Americans voted to coast today .
I	4	I			I	0	coast	First , who voted to coast today ?
I	4	I			I	0	coast	He 's the only of the candidates in the Republican primaries that has had victories essentially to coast .
I	4	I			I	0	coast	But first , more cancellations leave thousands of airline passengers stranded to coast .
I	4	I			I	0	coast	We 've got a lot going on , covering it all to coast tomorrow .
I	4	I			I	0	coast	"And to coast . "" YOUR WORLD "" with Neil Cavuto will be live in Sacramento . "
I	4	I			I	0	coast	"Sixteen days , to coast , the "" tea party express "" rumbled down the highway through the country ."
I	4	I	B		I	0	coast	 A peaceful revolution  -- now , that 's how Senator John McCain describes the town halls happening to coast .
I	4	I			I	0	coast	They 're upset about the size of government and the direction the country is headed so that is what I observed to coast .
I	4	I			I	0	coast	It brought catch phrases to classrooms to coast . 
I	4	I			I	0	coast	And straight ahead : Wall Street protesters declaring victory , but to coast , there 's trouble .
I	4	I			I	0	coast	But to coast , the debate is just beginning to heat up .
I	4	I	B		I	0	coast	Yes , that 's on to coast .
I	4	I			I	0	coast	Well , I think the fact that we have a plan is , in and of itself , really important for families to coast .
I	4	I			I	0	coast	It was energy of a different kind that cars that go to coast without gasoline .
I	4	I			I	0	coast	Clearly Denver has its fans standing to coast . 
I	4	I	B		I	0	coast	to coast , we got winter weather advisories , lake effect advisories , wind chill warnings and advisories .
I	4	I			I	0	coast	Trump had a spat with Rosie O'Donnell years ago that got plastered to coast .
I	4	I	B		I	0	coast	Saturday Night Live airs live to coast tonight starting at eleven thirty eastern .
I	4	I			I	0	coast	Forget fried and fattening , two companies are now helping serve up healthier choices in school cafeterias to coast .
I	4	I			I	0	coast	These scooters and bikes are likely a case of technology out -- outpacing the laws but they are zipping across cities to coast .
I	4	I			I	0	coast	If you 're staying home and wan na , you know , celebrate that way , to coast celebration will feature multi-platinum music superstar .
I	4	I			I	0	coast	We 're down to seven contestants after last night 's Disney-themed show where viewers voted live to coast for the first time ever .
I	4	I			I	0	coast	to coast and a few countries and ships .
I	4	I			I	0	coast	the Monsanto Cancer Causers would strike terror to coast ; the Lockheed-Martin Cost Overrunners is a winner ; and what could be more fitting than the Archer-Daniels-Midland Price Fixers ? 
I	4	I			I	0	coast	Media support in 2011 helped us grow the program into over 250 cities to coast .
I	4	I			I	0	coast	It is our promo video for our upcoming Tour de Sight journey in 2012 -- where we will be cycling to coast for a cure for LCA ! .
I	4	I			I	0	coast	Most will be enrolled in basketball factories which play other basketball factories to coast .
I	4	I			I	0	coast	I wanted to touch base on the recent to coast show that aired tonight featuring Arnold Gunderson ...
I	4	I			I	0	coast	to coast , the multimillion-dollar ad war continued unabated .
I	4	I			I	0	coast	After traveling to coast and trying wings everywhere , there are none better than Lendy 's .
I	4	I			I	0	coast	This thing is happening to coast , border to border .
I	4	I			I	0	coast	Founded October 31 , 2000 , this list is sometimes lively and as of mid-2011 , has 687 subscribers to coast .
I	4	I			I	0	coast	It is suddenly darker and later , and the announcer doing the game to coast , a New Yorker who works for a New York television station , sounds relieved .
I	4	I			I	0	coast	But the crowds that caused traffic jams at the restaurants in places to coast were about more than a wedding and a chicken sandwich .
I	4	I			I	0	coast	Go to coast in the U.S. and see who runs most of the charitable soup kitchens , and homeless shelters .
I	4	I	B		I	0	coast	In addition , the telegraph line laid to coast instantly.
I	4	I			I	0	coast	They call it the American dream because you have to be asleep to believe it haha , check out the to coast am episode the other night ( on tesla 's birthday ) .
I	4	I			I	0	coast	The idea now is to take Barneys ' peculiar mix of traditional and avant-garde clothes to suburban malls to coast -- well beyond the drumbeat of their well-honed advertising campaigns , to boldly go where Jean Paul Gaultier and Hickey-Freeman have never gone together before .
I	4	I			I	0	coast	"wide-open landscape on streamers of asphalt that stretch unfettered to the hearing years ago was , ' to coast without a stoplight , "" ' said George Viverette , director of highway transportation for the American Automobile Association . """
I	4	I			I	0	coast	"Of course , "" he conceded , "" not many people drove to coast ."
I	4	I			I	0	coast	And besides , how else can you get to coast without a stoplight ?
I	4	I			I	0	coast	In the United States , anti-war demonstrations flared again Thursday to coast .
I	4	I			I	0	coast	"It costs about 17 cents a pound "" to transport to coast , says Branche ."
I	4	I			I	0	coast	The driver says to me , ' They all saw you , to coast , even through the gas masks . ' 
I	4	I			I	0	coast	Mr. Clinton and Mr. Tsongas battled to coast and in American Samoa for 383 convention delegates and a degree of momentum to propel them into the next round of voting .
I	4	I			I	0	coast	"But there are only a couple hundred full-time road men , "" says Hinerman , who has traveled to coast , taking drugs at testing centers in the name of science ."
I	4	I			I	0	coast	"Nearly a million copies of "" Disclosure "" are flooding bookstores to coast ."
I	4	I			I	0	coast	Sales are ballooning to coast and reviews have come calling .
I	4	I			I	0	coast	For somber-faced Los Angeles police , Simpson 's flight in the wake of the murder charges was a debacle followed by television audiences to coast .
I	4	I			I	0	coast	Limbaugh is heard on 659 radio stations to coast .
I	4	I			I	0	coast	to coast , about 400 megachurches have emerged , says John N. Vaughan , a professor at Southwest Baptist University in Bolivar , Mo. , who is an authority on the subject .
I	4	I			I	0	coast	It 's like flying a jumbo jet to coast at stall speed 500 feet above the ground .
I	4	I			I	0	coast	to coast at 50 , and it counts .
I	4	I			I	0	coast	His tale is being repeated to coast , in the seven markets that DVD officially entered just three weeks ago -- Chicago , Dallas , L.A. , New York , San Francisco , Seattle and Washington -- and beyond .
I	4	I			I	0	coast	The report , covering 12 IRS districts to coast , said the agency had caused the problem by routinely rating its employees on the basis of how much money they collected .
I	4	I			I	0	coast	Sure , a coach may get strangled by one of his players or get a finger waved in his face by a tearful quarterback who breaks down because he 's been benched , but when that happens , the incidents go to coast .
I	4	I	B		I	0	coast	With his 40th birthday next month , the environmental-health scientist wanted to take to bicycle , he thought about pedaling to coast . 
J	4	J			J	0	coast	And over the next few months , satellites will take the lead in offering interactive digital TV services , as well as two-way high-speed Internet connections , to coast . 
I	4	I			I	0	coast	Earlier this month he flew to coast , visiting a different school each day for National Charter Schools Week .
I	4	I			I	0	coast	By the end of the 1960 's , it had laced up the nation , to coast , border to border .
I	4	I			I	0	coast	The shoe is familiar , but the man of this century -- artists such as Howard Pyle , Norman Rockwell and N.C. Wyeth -- were known to coast .
I	4	I			I	0	coast	There are stress-management tapes , CDs and seminars , and hundreds of stress centers , to coast .
I	4	I			I	0	coast	I eat in a lot of restaurants , to coast and beyond , and an oxtail club sandwich is a first for me .
I	4	I			I	0	coast	The small group was only loosely organized and the evidence is only circumstantial at this point , but David Burgert 's case , reported to coast earlier this month , thrust Montana 's militia community back into an uncomfortable spotlight .
I	4	I			I	0	coast	You see players go to coast with the puck in this league .
I	4	I			I	0	coast	Because of this , the nation 's biggest day for food , travel , and togetherness is also a day that lights up switchboards to coast .
I	4	I			I	0	coast	Before long , the girls were fully engaged in the club basketball scene , spending their summers traveling , competing against the nation 's other elite players and becoming etched in the minds of college coaches to coast .
I	4	I			I	0	coast	"Ninety-three percent of all private schools to coast are "" faith-based . "" "
I	4	I			I	0	coast	But he lectured to coast , brought in specialists and worked with classically inclined architects such as Edward Vason Jones of Albany , Ga. , and Allan Greenberg of Washington , to create historically correct settings , especially at State , for the furnishings he acquired . 
I	4	I			I	0	coast	"The book 's debut around Mother 's Day set off a to coast buzz , including "" The Today Show . """
I	4	I			I	0	coast	It is accentuated by the lack of a marquee leader who can stir members to coast , and by the party 's minority status , which deprives it of a platform to promote its agenda .
I	4	I			I	0	coast	Over the past three decades , conservatives have been procreating more than liberals -- continuing to seed the future with their genes by filling bassinets to coast with tiny Future Republicans of America .
I	4	I			I	0	coast	In the past decade , Christmas ' reach has extended to coast and includes co-founding dunk.
I	4	I			I	0	coast	He travels to coast , a la John Madden , in his private bus .
I	4	I			I	0	coast	Geographically speaking , mining companies aspiring to use lakes and rivers as dumping zones is a phenomenon happening to coast , says Ramsey Hart with MiningWatch Canada .
I	4	I			I	0	coast	 For us to be able to sell our message east gives us a vantage point to coast ,  Del Conte said . 
I	4	I			I	0	coast	"It 's changing to coast , "" Holgorsen said . "
I	4	I			I	0	coast	"They map all our stations - more than 400 to coast , "" he says . "
I	4	I			I	0	coast	He 's not the greatest dribbler , but there Noah is rebounding and going to coast for a layup .
I	4	I			I	0	coast	He 's contributed work to ESPN.com and other media outlets and been cited in the biggest newspapers to coast .
I	4	I			I	0	coast	A celestial show like this spanning to coast has n't occurred in 99 years .
I	4	I			I	0	coast	While eclipses happen about once a year , sometimes more , they 're often in remote total solar eclipse visible in the continental United States since 1979 , and it 's the first to cross the country to coast in 99 years .
I	4	I			I	0	coast	As the nation 's No. 2 bank by deposits , with more than 4,500 branches to coast , Bank of America has had plenty of experience with hurricanes and other natural disasters over the years .
I	4	I			I	0	coast	Last year , Tuxedo shipped about 3 million ears of corn to stores around Colorado and beyond , almost 30 states to coast .
I	4	I	B		I	0	coast	"Marathon Petroleum CEO Gary Heminger told Fox Business in May that the company would take the Speedway platform "" to coast "" and convert Andeavor 's multiple brands under one name ."
I	4	I	B		I	0	coast	The pandemic had gone to coast .
I	4	I			I	0	coast	Hundreds exist to coast .
I	4	I			I	0	coast	Is this going to be on TV ? - to coast . - just a little further . 
I	4	I			I	0	coast	That could actually be to coast .
I	4	I			I	0	coast	The space ghost ... to coast .
I	4	I			I	0	coast	You realize if the Kelp takes off we 'll have a whole chain of Leery family restaurants to coast ?
I	4	I	B		I	0	coast	Denny was pulled out of the truck , kicked and beaten , all of it on live television eventually seen to coast .
I	4	I			I	0	coast	to coast and halfway across the world , I reckon .
I	4	I			I	0	coast	How do the people feel about living in a to coast shopping mall ?
I	4	I			I	0	coast	When I 'm playing ... I mean , when I 'm doing my thing , I mean , really doing my thing , it 's like I can run to coast , and the ball is a part of me .
I	4	I	B		I	0	coast	to coast , baby .
I	4	I			I	0	coast	Now , here I am , riding cross-country with you , to coast .
I	4	I			I	0	coast	It 's a red-eye direct to coast .
I	4	I			I	0	coast	Separated by a courtyard at the hotel entrance , are unique shops where you can see and purchase some of the finest Northwest arts and crafts , equal to or superior in quality to museum stores to coast .
I	4	I			I	0	coast	"For his enthusiasm as a photographer and teacher as revealed in the outstanding "" how-to "" slide shows and workshops he presents to coast ."
I	4	I			I	0	coast	The island has been covered almost to coast by some 300,000 people .
I	4	I			I	0	coast	Even in Nebraska , the governor has had to declare a state of emergency because of drought . is lucky in that its agricultural production is large and varied , with a multitude of grain and produce grown and distributed to coast .
I	4	I			I	0	coast	The program has reached more than two million school children , to coast , since it was founded in 1982 .
I	4	I	B		I	0	coast	Regional claims refer to it as the nation 's most photographed lighthouse , and New Englanders say the same about Portland Head , but to coast , I have seen more icons of Cape Hatteras than any other lighthouse .
I	4	I			I	0	coast	Cross-country road trials with a culminating Grand Prix Challenge Focus Question : Cruisin ' to coast : Can we get to the Grand Prix on time ?
I	4	I			I	0	coast	A vast and across the land , north to south , to coast , the intaglio of the new language of sameness .
I	4	I	B		I	0	coast	This time a year ago , the state of Tennessee was drawing higher education attention to coast for its ambitious new program to boost college attendance by providing tuition-free education for any citizen of the state who goes to community college .
I	4	I	I		I	0	coaster	Still to come , to coaster ... 
F	4	F	F		F	0	college	Seamless years : high school to to college to job to job .
F	4	F	F		F	0	college	Let 's keep the to college .
I	4	I	I		I	0	colony	He 'd spent a lifetime at it -- to colony , world to world : Palestinians versus Poles , Chinese versus Californians , Cubans versus Mexicans .
F	4	F	F		F	0	colors	This method usually converts out of gamut to colors that have the same lightness but fall just inside the gamut . 
J	4	J	J		J	0	com	I tried to contact your mama , to com .
I	4	I	J	I	I	0	comer	He saw a flurry of white and gray ; half his brain had it down as a male heron while the other half was clearing the room , to comer .
I	4	I	I		I	0	commission	She had never meant to find herself , at forty-two , still living to commission and renting out the extra bedroom , but fortunes kept reversing on her .
F	4	F	F		F	0	commitment	"Mixing identification and desire , one appeal of the DL is what Leo Bersani would call the "" gay to commitment , Bersani argues in "" Is the Rectum a Grave ? "
F	4	F	F		F	0	communities	These studies shed light on Dominican migration strategies and transnational ties which link Dominican sending to communities in the United States .
I	4	I	I		I	0	community	Chowder recipes vary not only state by state , but to community .
F	4	F	F		F	0	community	The effects of culturally based childcare practice upon the to community members and to outside observers that there is a positive ripple effect .
I	4	I	I		I	0	company	I learned that to company , the boot molds are very different .
I	4	I	I		I	0	company	to job and to company does your last pay check jump with you ?
J	4	J	J		J	0	company	H-1b and L-1 discourages competition at the to company level , the very same level where competition is needed ( between tech companies ) to force them to hire ( in order to build a more competitive product ) .
I	4	I	I		I	0	company	 Hunter Lovins , President of Natural Capitalism Solutions , pointed out local support and ethical practices vary to company , mine to mine . 
I	4	I	I		I	0	company	It does vary to company .
F	4	J	F	F	F	0	computer	The internet itself ( the communication of to computer ) was invented in the 50 ?
J	4	J	J		J	0	computer	A Skype account allows people to talk to computer over the Internet , using it as a telephone .
J	4	J	J		J	0	computer	And it 's sort of computer -- to computer , talking amongst each Dome , knowing which one should fire and--
J	4	J	J		J	0	computer	Most mail readers do not show the header because it contains information that is for to computer routing .
J	4	J	J		J	0	computer	In the to computer window , type a name for your Ad-Hoc network .
J	4	J	J		J	0	computer	Then choose the desired to computer network .
J	4	J	J		J	0	computer	 We digital ( or type on a computer keyboard ) to computer -- E mail over the airwaves ,  he said .
J	4	J	J		J	0	computer	Joy envisions a ' near ' Web ( PCs ) , a ' far ' Web ( television and video games ) , a ' weird ' Web ( voice recognition by computers ) , a ' here ' Web ( wireless devices ) , a ' peer-to-peer ' Web ( connecting to computer ) and a ' business-to-business ' Web ( e-commerce ) . '
F	4	F	J	F	F	0	concentration	It has been suggested that ratios comparing coprostanol to concentration could be used as a simplified indicator for sewage contamination in river sediment ( Writer , Leener , Barber , Amy . &; Chapra , 1995 ) .
F	4	F	J	F	F	0	concept	But as it progresses , it is the increasingly abstract process of comparing concept to incident and to concept that further integrates coding .
J	4	F	J	J?	J	0	concept	Worked example : comparative analysis -- to concept 
J	4	F	J	J?	J	0	concept	Moving beyond fragmentation and non-integrated coding * Constant comparative analysis : concept to incidents . * Constant comparative analysis : to concept . *
F	4	F	F		F	0	conditions	It may be interesting to determine if differential effects on comprehension and reading to conditions that did not incorporate this component .
F	4	F	F		F	0	consultants	"It was time to do something different . "" # Richmond hired to consultants approached Boggan ."
J	4	J	J		J	0	consumer	But there are plenty of those who do In fact , as you probably know , most social media usage is to consumer and is now more used than e-mail is .
F	4	F	F		F	0	consumers	Alibaba 's online marketplace connects to consumers like eBay Inc. , and China 's vast network of small businesses with a global web of customers and suppliers .
I	4	I	I		I	0	contest	They do all they can to manage the risks . are tried to contest , luck ( and usually scores ) favor athletes who land something new .
I	4	I	I		I	0	continent	And we are going to see actually which countries are the hardest hit and what it is like to actually live with HIV as we go to continent in our coverage .
I	4	I	I		I	0	contract	I work to contract , so I even keep a journal of who is newly wed , who is trying desperately to get pregnant , and which of the slutty girls at the various magazines around town had a drunken weekend .
I	4	I	I		I	0	conversation	He trails Louie around the room , to conversation , explaining that his wife 's is the most marvelous face he 's seen in years and he must be allowed to render her likeness .
J	4	J	J		J	0	cop	I made a promise to cop .
J	4	J	J		J	0	cop	Come on , to cop .
J	4	J	J		J	0	cop	"to cop , Iet "" s just leave it at personal reasons ."
J	4	J	J		J	0	cop	"to cop , that subject "" s not open to discussion ."
J	4	J	J		J	0	cop	Just to cop , wha ?
J	4	J	J		J	0	cop	He briefly worked on the to cop .
J	4	J	J		J	0	cop	But to cop ?
I	4	J	I	I	I	0	corner	And so you 've died and are remembered as being rather taciturn , with your cigarettes and long stride , with your unexplained agitation , to corner , door to window , cupboard to gramophone .
I	4	J	I	I	I	0	corner	Equalizing diagonal measurements taken to corner will assure you 've got 90-degree corners .
F	4	F	F		F	0	corruption	Holiness would be drawn to holiness , to corruption .
F	4	F	F		F	0	costs	Adding waste-related to costs of goods sold , rather than to general overhead , will underscore the benefits of pollution prevention and minimization , versus end-of-the-pipe waste treatment .
I	4	I	I		I	0	country	I realized he must have had a little bit of money by going to travelling to country straight out of college , but he did it for his passion of reporting , of exploring , of learning .
I	4	I	I		I	0	country	How to country ?
I	4	I	I		I	0	country	Does it vary to country or is it a standard set by the OECD .
I	4	I	I		I	0	country	I have traveled by plane , Cruise , ferry , train , car ( I mean to country ) and I love the most is travel by train especially in Europe .
I	4	I	I		I	0	country	Life here is back and forth , to country , to get anything done .
J	4	I	J	?	J	0	country	But it 's significant that the Dutch have taken their own stocks of Patriot missiles and shipped them to country to Turkey .
I	4	I	I		I	0	country	So what used to be open kind of borders now becomes to country to to country , which is going to be an issue for them .
J	4	J	J		J	0	country	Not with any reminders of any problems with human rights , not with any stern admonitions about the role of women in society , but rather in what Donald Trump has always promised he would be , a kind of negotiating businessman , to country , almost company to company in a sense .
I	4	I	I		I	0	country	And there is this principle of say , third country , where they do n't get the caravan to country and state to state , and then go figure out where they want to go .
J	4	I	J	?	J	0	country	I would imagine if you were talking about sort of a to country investigation into something .
J	4	I	J	J?	J	0	country	When calling to country , they do n't want to be pestered by various kinds of bills , incompatible equipment and varying levels of customer service .
I	4	I	I		I	0	country	And , Ms. Wittes points out to group , and to country . 
I	4	I	I		I	0	country	As we traveled to country .
J	4	J	J		J	0	country	I think that when we compare this kind of judicial review , this kind of access to a corrective measure , to other mechanisms , particularly in to country disputes , transparency , access to the pleadings , access to the hearings , is very good .
I	4	I	I		I	0	county	Santorum ultimately won the Iowa caucus , with no money , just to county campaigning .
I	4	J	I	I	I	0	county	Dog bans are enforced to county here .
I	4	I	I		I	0	county	I think that she continues to go to county talking about the problems of different roads in that county or jobs in that county and she has done a very effective job of sending her mother around the state .
I	4	I	I		I	0	county	If you want to spread these ideas , you have to go to county and convince people .
I	4	I	I		I	0	county	No order , and yet it to county , with matchless precision , with the order of an attacking force.
I	4	I	I		I	0	county	"What we refer to collectively as "" the Klan "" was actually a collection of local groups operating to county with little centralized control ."
J	4	J	F	Jp	J	0	couple	The to couple League lists several studies on its Web site that boast of a 98 percent to 99 percent effectiveness rate ( only total abstinence is completely reliable ) .
J	4	J	F	Jp	J	0	couple	Lisa Brand , 38 , of Harrison Township , Ind. , who has three children and teaches natural family planning with her husband , Jeff , for the to couple League , says it 's improved her marriage . 
I	4	F	I	I	I	0	course	Kerlinger &; Pedhauzer ( 1973 , p. 117 ) suggest that the five responses can be weighted and summed , and therefore the evaluated teacher can be compared on a to course basis across semesters , to a departmental norm , or to other professors teaching the same discipline .
J	4	I	J	?	J	0	court	I 'm going to be in their weddings they 're going to be Jennifer Hamson -- to court
J	4	J	J		J	0	cousin	I ask for a simple favor , to cousin 
F	4	F	F		F	0	cows	We are trying to get the FDA and USDA to take action , which they 've delayed for over three or four years , to ban the feeding of sheep and to cows as well as to take inspection and moderating programs that will prevent the possible outbreak of a mad cow disease epidemic in the United States .
I	4	I	I		I	0	crisis	Paul drove a blue MS Workshop van around the city , to crisis , fire to fire : hard drives , networks , IRQ ports -- Doris had heard all the buzzwords enough times to think she might be capable of a repair or two herself .
I	4	I	I		I	0	crisis	And every time there is a crisis , let 's use the to crisis management , but crisis management that can trigger .
I	4	I	I		I	0	crisis	There 's a widespread perception that you really do n't have a definable , resolute foreign policy -- that it 's ad hoc , to crisis , village to village .
I	4	I	I		I	0	crisis	And as Kevin said , right now , for a variety of reasons , including House Republicans , we 're living to crisis .
I	4	I	I		I	0	crisis	And you mentioned to crisis , this is -- this is kind of one of those tricky things .
I	4	I	I		I	0	crisis	The president last night stood in front of the American people and said we ca n't govern to crisis .
I	4	I	I		I	0	crisis	If he has his wish , we will govern to crisis , because that 's exactly how he is perceived he wins , right ?
I	4	I	I		I	0	crisis	And that 's -- that 's sorted of managing by to crisis , that it 's not a good way to run the country .
I	4	I	I		I	0	crisis	Nothing she could do in the workplace seemed to help the situation , and because it involved the safety and to crisis and could not resolve the management dilemma .
J	4	J	J		J	0	crotch	 I lace my fingers behind Henry 's back and pull him close , to crotch . 
F	4	F	F		F	0	crown	this also allows some part of the to crown with long curly ribbons that go all the way down my back .
