Orig Label	Perturbation	Subtype	Orig Label.1	Perturbation.1	True NPN	N1	Sentence Raw Text
Y	2	J	Y	0	N	culture	"By studying the subject matter of the arts , we can connect to culture culture and see and feel the joys and sorrows of our ancestors . "" ( n2 ) Music has always been a viable vehicle for communicating life experiences ."
N	2	F	N	0	N	cup	Ladle 1/3 to cup cup of batter onto hot surface , and turn when bubbles appear on surface and bottoms Cook second side for 2 to 3 minutes , or until bottoms turn golden .
N	2	F	N	0	N	cup	One cup or one piece of fruit , plus whole-grain toast and cottage cheese with cinnamon Morning snack : to cup cup of vegetables such as carrot sticks or broccoli spears with hummus Lunch :
N	2	F	N	0	N	customers	Turns out he was serving to customers customers .
N	2	F	N	0	N	cuts	"People prefer "" tough "" to cuts cuts they think are easy ( though the cuts in question are rarely tough on the people analyzing them ) ."
N	2	F	N	0	N	cuts	Although both houses would cut many programs across the board , the linchpin in both plans are savage to cuts cuts to Medicare .
Y	2	I	Y	0	N	cycle	"But several years ago , a growing number of his peers began to sense that they were playing in the wrong arena . "" A lot of gay donors are driven , to cycle cycle , by the notion that there 's going to be an epiphany-that one day they 'll wake up and accept us , "" he said . """
Y	2	I	Y	0	N	cycle	"That remains true in 2019 , even as terms like "" focus-grouped "" and "" poll-tested "" have become everyday pejoratives for politicians who just ca n't relate , advised by ladder-climbing staffers who tend to play it safe to cycle cycle ."
Y	2	I	Y	0	N	cycle	Is it uncommon for ovulation and luteal phase to fluctuate to cycle cycle ?
Y	2	J	Y	0	N	dad	to dad dad , do n't tell me about it .
Y	2	B	Y	0	N	darkness	to darkness darkness , light to light .
N	2	F	N	0	N	data	The objectives of this paper are to : 1 ) describe distributional information on belugas in Cook Inlet during June/July , the optimal survey period ( belugas outside the inlet are reported by Laidre et al . ( 2000 ) ) , 2 ) compare recent distributional to data data collected in previous surveys , and 3 ) provide group size estimates for calculations of stock size .
Y	2	I	Y	0	N	daughter	to daughter daughter , we breed true .
Y	2		Y	0	N	day	We have to apply discretion to to day day life issues , but choosing one person over another at any given moment does n't mean we did so due to a lack of equality .
Y	2		Y	0	N	day	"The more I learn about where I live , the more I want to know , "" said Yarbrough , who plans to be an elementary schoolteacher . "" A lot of us live to day day and never really give thought to ( history ) . """
Y	2		Y	0	N	day	rnrnGenerate a system that permits you to improvement a few possibilities with regards to your site to day day .
Y	2		Y	0	N	day	REAL LIFE ACTIVISM Tea Party Rally attendance -- CHECK Local Tea Party Rally booth manning -- CHECK Local Tea Party planning meetings -- CHECK - Engaging in lots of conversations in to day day life . - Encouraging every one to do more than they have in the past , whatever their level . - Political/conservative bumper stickers on my car .
Y	2	I	Y	0	N	day	Even they know how empty and stupid their herd instinct and gullibility made to day day lives .
Y	2		Y	0	N	day	To get past years , the fashion to day day functions have been completely ever more inclining when it comes to Ugg sheepskin boots configurations .
Y	2		Y	0	N	day	I wo n't say more than that because I simply have n't been in New York for a sustained period since October and ca n't speak well on the to day day meetings and discussions had in physical spaces .
Y	2		Y	0	N	day	Needless to say , there was ample opportunity to see clerics and religious in to day day life .
Y	2		Y	0	N	day	"I love the "" there is no more stress "" attitude -- gon na start trying that in my to day day : )"
Y	2		Y	0	N	day	to day day I follow my intuition and do what feels good .
Y	2		Y	0	N	day	If they would hire an employee who was probably the manager , but at the very least the face of the business on a to day day basis , who would lie , berate and refuse to cooperate with someone who had just been in an accident , what does that say about their scruples and their overall fairness with customers ?
Y	2		Y	0	N	day	Do n't get me wrong -- life is not perfect and I do n't expect it to be , but I have a bit more clarity in living out my to day day happenings .
Y	2		Y	0	N	day	With all the the other angst and depression we have to deal with in our to day day lives I say bravo to that !
Y	2		Y	0	N	day	It 's no secret that institutions of all stripes focus their communications on certain messages to day day .
Y	2		Y	0	N	day	The to day day tasks of our work often can serve to cloud our vision of the larger picture .
Y	2		Y	0	N	day	At to day day stuff anyway .
Y	2		Y	0	N	day	Instead I wait to day day and both our town 's leadership lack of communication and competence coupled with JCPL 's planning .
Y	2		Y	0	N	day	This post will include some tips for being productive , and just as importantly , feeling more productive in to day day life .
Y	2		Y	0	N	day	To know more about him , do visit his technology blog where he shares several unique tips on blogging basics , Internet marketing and to day day computing .
Y	2		Y	0	N	day	Copper could be used for to day day purchases when pure bartering for goods wo n't be sufficient .
Y	2		Y	0	N	day	This book is going to tell you to give 100 percent effort in your to day day actions , and make certain you put in a real full day of work everyday .
Y	2		Y	0	N	day	Your health and well being are deeply impacted by your diet and to day day lifestyle .
Y	2		Y	0	N	day	The difference lies in the methods and tools that a data journalist uses in their to day day activity .
Y	2		Y	0	N	day	It 's easier to fall into by accident , and that 's where the structural influences come into play , the ones most women do n't even see as they are making those tiny to day day decisions that lead to a lesser career .
Y	2		Y	0	N	day	NBR has an ending segment in which both sides are usually represented to day day , but I have long felt a certain rightward lean overall .
Y	2		Y	0	N	day	Last but not the least Samsungs Solo microwave ovens are experts in making done your to day day cooking stuff like defrosting , reheating and cooking , the brand Samsung has got 10 Grill Microwave models .
Y	2		Y	0	N	day	Some will argue that the uptick in to day day extremes is due to the fact that we were in a bear market .
Y	2		Y	0	N	day	I 've never been formally treated however , and am finally ready to start the process of possibly understanding/calming the storm that is my to day day life .
Y	2		Y	0	N	day	Another reasonably loan is brief term day loan which give the specified total to the vendee so he will meet his to day day wants simply .
Y	2		Y	0	N	day	As a last resort , people have gone back to the days of hunting and gathering in order to make it to day day .
Y	2		Y	0	N	day	The benefits of supply chain solutions can be felt not just in to day day scenarios , but also in situations involving a crisis , where immediate solutions to disruptions need to be worked out .
Y	2		Y	0	N	day	"Washington coach Lorenzo Romar said Suggs is "" to day day "" and will be reassessed after Washington travels across the country ."
Y	2		Y	0	N	day	I actually wrote on my blog today if I had to guess , looks like he 's not using the Oval , certainly not for to day day work yet .
Y	2		Y	0	N	day	Negative thoughts can have a drastic impact on a business as you begin to not deal with situations and problems , or even to day day routines as productively .
Y	2		Y	0	N	day	The Tools I use : My Success 's &; Failures Money is vital in our to day day lives and that 's why many people do everything to lay their hands on it .
Y	2		Y	0	N	day	to gull dimbulbs into believing they were getting ' savings ' of course now if you do n't have one you get cheated on a regular basis -- so I too have them in fake names -- but I am not preening about my savings but annoyed that I prices that were normal to day day prices before they instituted all these ' savings ' or to get loss leader specials that were once available without the fuss I do nt like not knowing what the card does , so I always ask if they can tell me what I give up in exchange for the
Y	2		Y	0	N	day	Your email is used only for delivering daily money tips and you can opt out of delivery at any time Aware that she was undergoing financial hardship and the strain already showing in her to day day demeanor the Krim family offered to alleviate Ortega 's duress by offering her an extra five hours of work a week .
Y	2		Y	0	N	day	Its ruled by what people in positions of authority see on a to day day basis .
Y	2		Y	0	N	day	and all texts ... ( Is this only a Mahayana perspective ? ) November 15 , 2012 at 4:49 pm ( 3 ) Frank says : Hi Barbara , Talking about weeds , I 'm having a lot of trouble reconciling the concepts of ultimate truth and conventional truths and applying them to to day day living .
Y	2		Y	0	N	day	Your question of reconciling them as concepts in to day day
Y	2		Y	0	N	day	applying them to to day day living .
Y	2		Y	0	N	day	Your question of reconciling them as concepts in to day day living is an interesting one .
Y	2		Y	0	N	day	On a practical to day day level , we must continue to live our values , plant seeds ( such as continuing to have children and transmit our values to them ) and always be ready to teach others .
Y	2		Y	0	N	day	Human nature seems to drive our instincts more often than not with no real thought given for our collective to day day muddlings .
Y	2		Y	0	N	day	The relocation company can as well offer assistance on to day day concerns to ensure that adjustment to a new lifestyle in a new place will be made smoother .
Y	2		Y	0	N	day	You 're not meeting these people at the bus stop daily and you 're not working with them and you 're not seeing beneath the surface on a real time , to day day basis .
Y	2		Y	0	N	day	"restraint I managed to escape relatively unscathed with only a small bucket of pva and some methyl cellulose . ( I know I am living in the UK now , but there is simply no useful equivalent for the word "" dime "" and so I will continue to use it in my to day day speech ."
Y	2		Y	0	N	day	Additional motivation comes in the form of quick and concrete results on a to day day basis .
Y	2		Y	0	N	day	Work my butt off so that when I begin production at the beginning of next year , all the little things that would hang me up on a to day day basis will be dealt with upfront .
Y	2		Y	0	N	day	The world 's poorest struggle to survive to day day , living with almost no safety net .
Y	2		Y	0	N	day	"Journey with me as I discover the plans and purposes God has for my life and as I live to day day trusting God and positioning my heart to let His perspective redefine mine ... "" Jesus Christ is the same yesterday , today and forever "" therefore I will trust in Him ."
Y	2		Y	0	N	day	I showed it to my mom the other day and she thought it was just plain easier to do the to day day tasks she deals with ( she is retired ) ... she needs a computer for reading email , opening pictures , watching movies , etc ... the start menu do n't understand how ditching Aero is supposed to increase performance ?
Y	2		Y	0	N	day	We survivors remind the world that no matter how awful and hopeless life can be in the wake and surge of disaster , homelessness and catastrophe -- by putting one foot in front of another , we continue to day day .
Y	2		Y	0	N	day	to day day life can still be interesting , and we still try to take advantage of as many travel opportunities as possible .
Y	2		Y	0	N	day	Our to day day lives as a web strategy firm are pretty busy , but every once in a while we are able to step back , look at the big picture of things , and recognize repeatable large-scale patterns that exist within all of the little things we do in on our clients
Y	2		Y	0	N	day	How can we bring this into the forefront of our consciousness on a to day day basis ?
Y	2		Y	0	N	day	"Pitkanen remains "" to day day , last three after a 1-0 loss to the Sabres , but Maurice liked the Canes ' defense-first style of play ."
Y	2		Y	0	N	day	Indeed I could serve as a poster child for redemption because when Jesus Christ brought me near to himself my life was redeemed and there was a visible change in my to day day choices .
Y	2	I	Y	0	N	day	"Her passion for walking it out took the form of walking across the United States for her internship toward her Master the walk across the United States is how Judy first received the name "" walking pastor "" it is her to day day desire to walk into the lives of others that continues to make the title well Google will allegedly launch a scan-and-match feature for its music service by this week at the earliest , according to a new report by CNET . ( An update to this story is below ."
Y	2		Y	0	N	day	Sandbox my ass , Kuwait , Qatar et al are minimally threatened , and until we go to war with Iran , the Navy has yet to see a threat like to day day Marines see , and has yet to earn their pay .
Y	2		Y	0	N	day	That/IN used to be our to day day battle horse .
Y	2		Y	0	N	day	But of course , managing to day day spending is only half the story ; children also need to be able to understand how to read finance agreements and how to work out what represents a good deal .
Y	2		Y	0	N	day	My friends who have become teachers survive on a to day day basis now , they love their kids and work hard but if a child is too difficult they are not given the attention they need .
Y	2		Y	0	N	day	and I have gotten the feeling that they DO NOT like that it is being politicized .... I want to know how they FEEL about all of this ... NOT some talking head that has NEVER even seen the inside of an Embassy , let alone know what these people do on a to day day basis ..... October 30 , 2012 at 2:40 pm jake hey genius gurl in Seattle .
Y	2		Y	0	N	day	Yes , if my boyfriend really really wanted me to rake the leaves ( if , for example , he was bringing his boss home for dinner and wanted the yard to look nice ) , I 'd I agree that the leaves are a problem ) , but generally , in to day day life , it is a constant losing battle to fight with someone to try to get them to do something they see no value in doing .
Y	2		Y	0	N	day	Businesses can screw you on a to day day basis .
Y	2		Y	0	N	day	While tax code may be an issue , I think issues arise with to day day domestic/fiscal concerns and also the right to sue for wrongful death .
Y	2		Y	0	N	day	We have the best intentions , but do we ever consider this phrase in our to day day lives ?
Y	2		Y	0	N	day	to day day vestiges of modern civilization -- bank machines , mutual funds , mass retailers , computers , satellites , airplanes , governments -- all recede into irrelevance .
Y	2		Y	0	N	day	I know that were I living in Utah , were I still confronted by all of this stuff all of the time in my to day day life my process would have been slower .
Y	2		Y	0	N	day	Especially those with unwanted flab accessories can even you applied this specific shrug , some girls easy apparel no longer will remain within the ladies ' to day day costumes section .
Y	2		Y	0	N	day	It is a to day day struggle now to maintain my public ministry .
Y	2		Y	0	N	day	As disappointed as we are of their demands , it will not affect the to day day activities at Starbarks Dog Inc .
Y	2		Y	0	N	day	every other day and I appreciate staying in shape , however this guy looks like roided out freak ( I am sure he is an outstanding person ) ... I never understood why anyone would do that to their body ... To O-Really &; SA - The athlete does n't look like that to day day , A day after the show he is likely 20+ lbs or more heavier .
Y	2		Y	0	N	day	It 's never the same thing to day day , and it with change .
Y	2		Y	0	N	day	One would read it , and move on ... back to our own to day day realities .
Y	2		Y	0	N	day	It is sad that well to normal soon after the storm while we are barely surviving to day day .
Y	2		Y	0	N	day	It 's cheesy , but it 's so rewarding to know you helped kids like that . = the to day day decisions .
Y	2		Y	0	N	day	People learn Welsh for all sorts of reasons , but being able to get by in to day day life is not one of them .
Y	2		Y	0	N	day	But , at least I know I have a job waiting My thoughts on the current events and to day day occurrences in the City of St. Louis .
Y	2		Y	0	N	day	"And when the to day day of the war on terror grew stale for the national security hero , another opportunity , so to speak , beckoned . """
Y	2		Y	0	N	day	is to day day ; . Guard Alex LaMagdelaine ( shoulder ) is week to week ; Wide receiver Brad Kanuch ( hamstring ) is going to start working with the scout team today to get him back him shape .
Y	2		Y	0	N	day	Work just as hard on your relationship with Christ as you do in your to day day work here on earth .
Y	2		Y	0	N	day	Now I just live to day day , continue because everyone tells me I must .
Y	2		Y	0	N	day	However , I will always give my honest opinion of any book or product I review After accommodations , food is going to be one of your largest to day day on the road expenses .
Y	2		Y	0	N	day	I was like ... hrmmm ... does this shit really happen on a to day day basis ?
Y	2		Y	0	N	day	If you were the one far away and your brother was the doer , it would probably be the sister-in-law doing the to day day stuff , but he 'd get all the credit .
Y	2		Y	0	N	day	I noticed , in the first month and a half , how drastically the light changes to day day .
Y	2		Y	0	N	day	With all the hand-wringing over Windows Phone 's faux lack of apps , the one thing that non-Windows can be largely unnecessary on this platform , at least in to day day use .
Y	2		Y	0	N	day	to day day responsibilities will require successful staff management and leadership experience , including the ability to work sensitively and professionally with disparate individuals and groups with the highest integrity and objectivity .
Y	2		Y	0	N	day	My mentor has been director of the institute for the last couple of years and he decided it would help him and me if I would take care of the to day day running of the group .
Y	2		Y	0	N	day	The hospital site is being paid for with TIF money . the elites who do not have to deal with to day day life in Chicago would not experience the impact as much as the rest of us . but Daley and his corporate goons in 2011 ! ! ! ! ! ! ! ! !
Y	2		Y	0	N	day	What I am saying is that the instincts we parents have and our children 's maturity of knowing when they feel too vulnerable is so very others will say who do n't see them on a to day day basis .
Y	2		Y	0	N	day	Romney 's perfect background leads to a lack of perspective on what most of us face on a to day day basis .
Y	2		Y	0	N	day	No disrespect to anyone in this forum or Tyler but too many people pay too much attention to the to day day noise .
Y	2		Y	0	N	day	the to day day noise .
Y	2		Y	0	N	day	I find myself not checking the prices for weeks at a time--as the to day day movements are simply irrelevant .
Y	2		Y	0	N	day	What is to day day life like ?
Y	2		Y	0	N	day	Her smartphone was essential to her ability to function to day day .
Y	2		Y	0	N	day	And the Sharon I know ( well ) has been through hell in the past year or so , between the legal burdens ( which never should have happened in the first place ) , the rumors , and the struggle to pay the mortgage and the lawyers and just the to day day bills .
Y	2		Y	0	N	day	That 's a lot more money to live on , to day day .
Y	2		Y	0	N	day	The rest of the family did all the to day day work and deserve the real credit .
Y	2		Y	0	N	day	Fact is , bad posts are very effectively controlled to day day , but general troublemakers are n't .
Y	2		Y	0	N	day	to day day high IWC imitation relax and watch honestly makes a type record . with condition people seem inside possibly in problem you happen to store on the web at the auction structured small business , you will see this still in spite of this a powerful efficient synthetic leather handbags are
Y	2		Y	0	N	day	The Wake County Board of Commissioners ( three seats are up for election now ) has a dramatic effect on our to day day lives , and their choices are immediately felt here at home .
Y	2		Y	0	N	day	It 's so hard to have the mind of Christ on the scale of our to day day life .
Y	2		Y	0	N	day	The progressives need to stay alert and active and plan ahead instead of to day day as seems to have been the mode of operation compared to the Repubs.
Y	2		Y	0	N	day	"right-wing extremists , those who 've lost their jobs or work to day day in fear of losing their jobs , former independents and democrats who 've already had enough "" change "" to last a lifetime ."
Y	2		Y	0	N	day	Either way , we get the sense that life is just endlessly moving past us and so , to day day , we keep ourselves busy so as not to get swept away in the current .
Y	2		Y	0	N	day	to day day , especially during the week when I have a good routine , I do n't feel like I 'm depriving myself or really even dieting .
Y	2		Y	0	N	day	So to me what was important was n't just passing through checkpoints , it was n't just witnessing the to day day oppression , acts of dispossession , the expansion of these settler communities in the hills overlooking and intimidating Palestinian villages .
Y	2		Y	0	N	day	One is , it 's one thing to see to day day oppression , it 's another to see the efforts Israel puts into and invests in normalizing the situation there .
Y	2		Y	0	N	day	I too struggle with these issues on a to day day basis .
Y	2		Y	0	N	day	One for to day day work and others for backups , etc .
Y	2		Y	0	N	day	No time with our to day day business and the bombardment of new devices , apps and technologies daily being pushed out to us , prevents avenues for us to really stop , think , question and engage with this issue .
Y	2		Y	0	N	day	New Technologies , digital devices , and web environments as they become more seamless , integrated , and part of our to day day fabric for us to function as humans .
Y	2		Y	0	N	day	If we are happy to sub contract our digital devices and new technologies to work , care , entertain , and support our to day day lives , how far do we give up the control for the convenience of it all ?
Y	2		Y	0	N	day	Just be active in your to day day life .
Y	2		Y	0	N	day	Especially ones that revolve around the to day day trials and tribulations of the sales professional .
Y	2		Y	0	N	day	to day day , interaction by interaction .
Y	2		Y	0	N	day	"I 'm not sure what gets to me more : the fact that Weather Girl has a bared midriff for three of her five poses ( whereas Oscar dresses pretty much like I do on a to day day basis ) , or that the "" bikini point "" for Weather Girl is a honking 78.8 degrees Fahrenheit ."
Y	2		Y	0	N	day	Now , I do n't mean ignore your to day day responsibilities or not care about other important parts of your life .
Y	2		Y	0	N	day	The story would work better if the Klingons , Romulans and Federation were allies dealing with various to day day issues because that 's how it was headed at the time of Nemesis and also after the Dominion Dominion .
Y	2		Y	0	N	day	And finally , as far as whether this ad makes him the consummate asshole or not is really beside the point , the real question is what kind of human at 20 years old ( give or take a year ) thinks that delegating to day day tasks will help him get ahead , or better , grow as person into adulthood .
Y	2		Y	0	N	day	And most of the data that I look at certainly as it pertains to to day day markets , and I do n't mean the Comex , we 're not talking about that , we 're talking about the physical market for silver , and we have data points that suggest that buying for silver by the public is almost on a ratio of dollars of silver
Y	2		Y	0	N	day	Sarkozy is an unprincipled politician who will change his stance on issues to day day , he is not even close to anything libertarian .
Y	2		Y	0	N	day	This means that remote investors need a local partner that can help fill in the missing knowledge gap , take care of all to day day things , and ensure that the rental property delivers consistent returns .
Y	2		Y	0	N	day	If you 're dependent on government , you will generally vote for Democrats , and the President has successfully made a terrifyingly high percentage of the population dependent on government for their to day day survival .
Y	2		Y	0	N	day	If you 're dependent on government , you will generally vote for Democrats , and the President has successfully made a terrifyingly high percentage of the population dependent on government for their to day day survival
Y	2	I	Y	0	N	day	Romney left to day day operations of Bain in 1999 .
Y	2		Y	0	N	day	It changes to day day , so I 'm not really sure !
Y	2		Y	0	N	day	Most people do n't follow politics closely to day day ; Rush may have an audience of 20 million but McCain got 60 million votes in ' 08 and Romney will approach that number this year .
Y	2		Y	0	N	day	The fossil fuel industry is not a hero when it creates so much pollution in our to day day lives .
Y	2		Y	0	N	day	You ca n't spend it on to day day needs .
Y	2		Y	0	N	day	In other injury news , nose tackle Letroy Guion ( turf toe ) also is to day day and tight end John Carlson ( concussion ) is expected to return to practice on Wednesday if all goes More recently , big department store and supermarket chains have also gotten into the vaccination business , but some health care professionals are n't sure that the new trend is a
Y	2		Y	0	N	day	The Two River 's typical to day day governance where men keep to men 's business while women keep to women 's business will inform her view of Rand and his leadership of the Black Tower ( read Village Council ) .
Y	2		Y	0	N	day	We accomplished all this without disrupting our to day day life 's by not indulging in an Entertainment driven life style !
Y	2		Y	0	N	day	"As for Libertas , it was run to day day in posting by "" Dirty Harry "" aka John Nolte , who got a ton of traffic and prolific posting , but was canned last Summer and went to Big Hollywood at Breitbart.com"
Y	2		Y	0	N	day	In terms of to day day stuff , you 'd just drive and shoot things that came up ?
Y	2		Y	0	N	day	I know parents who miss what their kids achieve on a to day day basis because it 's all about the bigger picture .
Y	2		Y	0	N	day	 .. until someone can explain why a deist should n't be questioned and a Evangelical Chrisitan creationist should be , I think I have a point .  I 'll take a stab at that To many people , myself included , a personal faith is a comfort and support in their to day day life .
Y	2		Y	0	N	day	Owner of Profitclicking are really to day day .
Y	2		Y	0	N	day	"I ca n't imagine using a 11 "" flat panel TV much in my to day day life so this product is still confined to early adopters and geeks until the technology matures for larger display sizes ."
Y	2		Y	0	N	day	I do n't represent the vast segment of society that might be mobilized to do some short , to day day travel chores , if routes existed for them that were safe and pleasant to ride .
Y	2		Y	0	N	day	I 'll really be digging a piece of mine and just transform it to day day : )
Y	2		Y	0	N	day	"I 'd suggest that in to day day conversation this could/should be abbreviated as "" Kard "" because ( 1 ) I do n't think it 's worth taking the time to say the entire name , ( 2 ) it makes it sound/feel a bit more like "" rad "" ( i.e. measure of radiation ) and"
Y	2		Y	0	N	day	It is why I am here in Guatemala , living to day day , page to page .
Y	2		Y	0	N	day	I want to also use it for my travels , esp . the to day day expenses---food , transportation , tickets and souvenirs .
Y	2		Y	0	N	day	So if you are reading this comment is that an associate professor that use a tablet in its to day day work at the University of Oviedo was able to use it for most of everything with a pretty expensive tablet ( Samsung Galaxy Note 10.1 ) Not every tablet I used before had a pen and really let me say as a first time these kind of tablets will be
Y	2		Y	0	N	day	But then my to day day watch is made in Switzerland , so I think you know how I feel about quality goods made in China .
Y	2		Y	0	N	day	Large VC firms can have quite complex governance structure which it is very possible that despite him being the CEO/Managing Director/Officer/etc ... that he really had no to day day operational role .
Y	2		Y	0	N	day	For those children it seems unlikely they would have made it to adulthood with out a Dudes and Dudettes ... I know many of you that post here may know all about what 's taken place to day day when it comes to what has happened behind the scenes regarding the deaths of four Americans at our consulate in Benghazi , Libya on Sept. 11th ... specifically to Ambassador Chris Stevens .
Y	2		Y	0	N	day	Beijing is a major episode in life , should attach great importance , especially treasure every day as a to day day , it is necessary to ensure traffic is to guarantee the quality , not to give myself a trace of regret .
Y	2		Y	0	N	day	With rising inflation and high levels of unemployment , parents are facing quite a few hurdles when it comes to managing to day day finances .
Y	2		Y	0	N	day	Like an alcoholic who ca n't understand how anyone can possibly go to day day without a drink or 10 , Smartgirl offers the last resort of the deluded believers .
Y	2		Y	0	N	day	As I was illustrating above , in to day day life we depend on most other actors in this big dumb market being rational -- if they ( ie , Valve ) do something irrational ( ie , throwing away some of the cachet they had earned with what is an extremely fragile customer base ) , it does n't
Y	2		Y	0	N	day	And I was hearing impaired , but besides Kathryn who lived with me and really understood my to day day struggles , I talked to NO ONE about it .
Y	2		Y	0	N	day	When I met Angelina and her mother , she was supporting Angelina alone , and she had a hard time coping with her education , with taking care of her to day day , and working a full-time job .
Y	2		Y	0	N	day	Always leave some wiggle room , and having a whole day to get back in the swing of your to day day life pays serious dividends .
Y	2		Y	0	N	day	Obama does n't deserve to be re-elected , but ShoutingThomas is right--our to day day lives will be basically the same regardless of who wins .
Y	2		Y	0	N	day	His team is responsible for to day day discovery and documentation of vulnerabilities , as well as crafting countermeasures for several product lines and training security analysts to detect attacks patterns and trends .
Y	2		Y	0	N	day	But there is a huge burden on them to fork out a disproportionate amount of their limited income for to day day necessities on sales taxes .
Y	2		Y	0	N	day	America 's real heroes do n't flaunt what they did , they quietly go about their to day day lives , doing what they do best .
Y	2		Y	0	N	day	Not to mention the fact that climate is over the course of decads whereas weather is to day day ...
Y	2		Y	0	N	day	I ca n't wait to struggle , to love , to fail , and all the other little meaningless things that happen on a to day day basis .
Y	2		Y	0	N	day	People need drama in order to make the to day day grind , but that is just my opinion .
Y	2		Y	0	N	day	"We , including me now , are so caught up in the to day day political that sometimes we do n't stop to think about those who are n't "" into "" politics all that much , see the things that are going on which is often a lot simpler take than we have ."
Y	2		Y	0	N	day	would never , ever let the company invest in anything without consulting him first -- can we say this again , ROMNEY 'S NAME WAS ON THE LEGAL DOCS AT THE SEC , whether he was , when Conrad said this morning that the company was just doing its Bain thing without Romney to day day , I said to Conrad , did n't Romney have . uh . . . a phone and interface hardware to get him there in a Higgs Boson second ?
Y	2		Y	0	N	day	Forget the to day day management , or if Mitt was back in ol ' Mass for a meeting , the question that needed to be asked was , ' Mr Conrad , to your knowledge , between 1999 and 2002 was Mitt Romney every consulted , contacted or asked to weigh in on or
Y	2		Y	0	N	day	it 's to day day in a pennant race . . . not to mention toe foreseeable future . . . Great win .
Y	2		Y	0	N	day	Typically you have a single CEO vs. two Co-CEOs at the helm of to day day operations , and normally the CEO and Chairman positions are filled by different individuals .
Y	2		Y	0	N	day	scamerio , but to day day sysadmin ... not really my speciality .
Y	2	J	Y	0	N	people	to people people conversations--that 's what will win this election and , BTW , ultimately save democracy .
Y	2	I	Y	0	N	place	Can you go into that a little bit because you 're not just romanticizing this idea , you are actually jumping in the car and going to place place and living the life in that area .
Y	2		Y	0	N	month	I still live to month month with no savings , and had to defer my loans again this year .
Y	2		Y	0	N	day	I stayed in a corner and let my blog collect dust for almost a year and even when I started again I did n't tough the pain , I wrote about to day day nothingness but none of what was truly happening in my mind .
Y	2		Y	0	N	month	But would it have killed you for us to have one single year when my parents did n't worry about the bills to month month -- O.K. , wait .
Y	2	J	Y	0	N	worker	All of us must continue the to worker worker , person to person phone banking , worksite talking and door knocking that will carry the President to a second term , hold the Senate , and give us a real shot at winning back the House of Representatives .
Y	2		Y	0	N	heart	Some of the simplest things that you can do to impress your loved one may be sending them a note , taking care of an errand or chore that they normally do , having a to heart heart talk with them just because you want them to know that you are thinking about them or just doing something that they would not normally expect you to do for them .
Y	2		Y	0	N	ear	Two hours later and I am smiling to ear ear .
Y	2		Y	0	N	day	4 . Point out the positive qualities in men you see on a to day day basis .
Y	2		Y	0	N	side	The actual the wind is gusting who are around you and the rainfall is definitely falling to side side .
Y	2	I	Y	0	N	denomination	Through their involvement with the Greater Lynn Council of Churches , Nelson and Cole have seen the tide of worship in Lynn ebb to church , and to denomination denomination .
N	2		N	0	N	apples	I had a whole series of posts when the TMP came out that compared several corridors , to apples apples , between streetcars and ETBs .
Y	2		Y	0	N	day	There is only one country in the whole world that issues two currencies , other countries do accept foreign currencies ( mostly colonies or ex-colonies ) and some print or mint commemorative money which is not used in a to day day basis
Y	2	J	Y	0	N	face	"He must be able to speak to God  to face face . "" 1 . Remember , this individual will be like Moses in that God spoke to Moses "" to face face . """
Y	2		Y	0	N	day	Soon though , the sun began to set and darkness fell -- the concept of webspam increasingly found its way into the to day day language of Google and SEOs ... eventually leaving us where we are today : at the mercy of a Penguin .
Y	2		Y	0	N	day	He talked and talked and talked , and no one had a clue where he stood to day day on a long list of topics .
Y	2		Y	0	N	day	Perhaps I 'm missing something , or there is a plausible explanation for this inconsistency , but the narrative simply does n't track . ... but like many homeless people , it 's not his and it 's to day day for him .
Y	2		Y	0	N	day	EVERY conservative publication across the board with wanting to read insights on how conservative principles are implemented in our to day day lives along with make up tips or advice on dealing with a difficult boss .
Y	2		Y	0	N	day	Anyway , when building it , I had the pleasure of renting in a project housing estate and I understood firsthand how badly those houses perform on a to day day basis .
Y	2		Y	0	N	day	"The top of the waves is where "" the fluff "" of life is , the to day day stuff , that kind of thing ."
Y	2		Y	0	N	day	"Yet , just as it 's one thing to "" consult "" with a firm , or report on it for a news story and quite another to actually be in the trenches , to day day , and attempt to accomplish something , especially when others are motivated to make you fail ."
Y	2		Y	0	N	day	The pervasively bad press on China puts us off , and encounters with mainland Chinese in our to day day life have accentuated the sense of those of us who are more proficient in English than Mandarin .
Y	2		Y	0	N	day	This blog is about the adoption of our amazing little girl , Katie , and our our to day day lives and also topical issues related to adoption in the UK .
Y	2		Y	0	N	day	I also did n't notice a difference with RE to cock size either in my ( relatively few ) experiences with men , nor in to day day life like at the gym .
Y	2		Y	0	N	day	The topics in YA novels are ones that teens can relate to because they may be living it on a to day day basis .
Y	2		Y	0	N	day	Kaileena I know it looks nice , but will the RT version be as useful/helpful as an iPad in a to day day life , specially in the first year ?
Y	2		Y	0	N	day	"The bow tie is sometimes looked at as "" old fashioned , "" but today this trendy wardrobe staple not only inflicts the type of man you are but is always a great conversation starter whether at a party or for to day day wear ."
Y	2		Y	0	N	day	The curriculum my parents mother handled most of the to day day , with no college education .
Y	2		Y	0	N	day	Nor can we expect consistency in our environment to day day .
Y	2		Y	0	N	day	What kind of diet do you guys use to day day for maintenance or do you constantely diet according to your goal , i.e weight loss 6 weeks , then weight gain etc .
